certification,country,duration,genres,ids,language,overview,rating,released,tagline,title,votes,watched_at,year
PG-13,us,151,"['action', 'adventure', 'fantasy', 'superhero']","{'trakt': 129583, 'slug': 'batman-v-superman-dawn-of-justice-2016', 'imdb': 'tt2975590', 'tmdb': 209112}",en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",6.74634,2016-03-25,Justice or revenge,Batman v Superman: Dawn of Justice,38654.0,2018-11-12T19:36:04.000Z,2016
PG-13,us,98,"['action', 'adventure', 'comedy', 'science-fiction']","{'trakt': 485, 'slug': 'men-in-black-1997', 'imdb': 'tt0119654', 'tmdb': 607}",en,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",7.78401,1997-07-02,Protecting the Earth from the scum of the universe.,Men in Black,18556.0,2018-11-12T19:36:01.000Z,1997
PG-13,us,127,"['action', 'adventure', 'fantasy', 'superhero']","{'trakt': 439, 'slug': 'spider-man-2-2004', 'imdb': 'tt0316654', 'tmdb': 558}",en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",7.32351,2004-06-30,There's a hero in all of us.,Spider-Man 2,14992.0,2018-11-12T19:35:58.000Z,2004
PG-13,us,139,"['action', 'adventure', 'fantasy', 'superhero']","{'trakt': 440, 'slug': 'spider-man-3-2007', 'imdb': 'tt0413300', 'tmdb': 559}",en,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",6.386,2007-05-03,The battle within.,Spider-Man 3,13824.0,2018-11-12T19:35:50.000Z,2007
PG-13,us,87,"['animation', 'comedy', 'family']","{'trakt': 28, 'slug': 'the-simpsons-movie-2007', 'imdb': 'tt0462538', 'tmdb': 35}",en,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",7.42402,2007-07-27,See our family. And feel better about yours.,The Simpsons Movie,10950.0,2018-11-12T19:35:40.000Z,2007
PG-13,us,123,"['action', 'crime', 'fantasy', 'science-fiction', 'superhero', 'adventure']","{'trakt': 193079, 'slug': 'suicide-squad-2016', 'imdb': 'tt1386697', 'tmdb': 297761}",en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",6.7347,2016-08-05,Worst Heroes Ever,Suicide Squad,53431.0,2018-11-12T19:35:38.000Z,2016
R,us,115,"['science-fiction', 'horror']","{'trakt': 220563, 'slug': 'annihilation-2018', 'imdb': 'tt2798920', 'tmdb': 300668}",en,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",6.82021,2018-02-23,Fear what's inside.,Annihilation,15496.0,2018-11-12T19:35:36.000Z,2018
PG-13,us,149,"['action', 'adventure', 'science-fiction', 'thriller']","{'trakt': 216718, 'slug': 'transformers-the-last-knight-2017', 'imdb': 'tt3371366', 'tmdb': 335988}",en,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",6.81054,2017-06-21,"For one world to live, the other must die.",Transformers: The Last Knight,17872.0,2018-11-12T19:35:28.000Z,2017
PG-13,us,134,"['action', 'adventure', 'science-fiction', 'superhero', 'fantasy']","{'trakt': 181313, 'slug': 'black-panther-2018', 'imdb': 'tt1825683', 'tmdb': 284054}",en,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",7.71603,2018-02-16,Long live the king.,Black Panther,32905.0,2018-11-12T19:35:20.000Z,2018
R,us,133,"['action', 'war']","{'trakt': 119348, 'slug': 'american-sniper-2014', 'imdb': 'tt2179136', 'tmdb': 190859}",en,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",7.51624,2015-01-16,The most lethal sniper in U.S. history.,American Sniper,16405.0,2018-11-12T19:35:16.000Z,2014
PG-13,us,117,"['action', 'science-fiction', 'adventure', 'superhero']","{'trakt': 73582, 'slug': 'ant-man-2015', 'imdb': 'tt0478970', 'tmdb': 102899}",en,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",7.58609,2015-07-17,Heroes don't get any bigger.,Ant-Man,36100.0,2018-11-12T19:35:10.000Z,2015
PG-13,us,124,"['action', 'adventure', 'science-fiction', 'superhero']","{'trakt': 1170, 'slug': 'captain-america-the-first-avenger-2011', 'imdb': 'tt0458339', 'tmdb': 1771}",en,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",7.48759,2011-07-22,When patriots become heroes,Captain America: The First Avenger,32197.0,2018-11-12T19:35:09.000Z,2011
PG-13,us,154,"['science-fiction', 'superhero', 'action', 'adventure']","{'trakt': 973, 'slug': 'superman-returns-2006', 'imdb': 'tt0348150', 'tmdb': 1452}",en,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",6.07881,2006-06-28,"On June 30, 2006! Look Up In The Sky!",Superman Returns,5342.0,2018-11-12T19:35:02.000Z,2006
PG-13,us,114,"['action', 'adventure', 'science-fiction', 'superhero']","{'trakt': 1155, 'slug': 'the-incredible-hulk-2008', 'imdb': 'tt0800080', 'tmdb': 1724}",en,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",6.75378,2008-06-12,You'll like him when he's angry.,The Incredible Hulk,16319.0,2018-11-12T19:35:02.000Z,2008
PG-13,us,143,"['action', 'adventure', 'fantasy', 'science-fiction', 'superhero']","{'trakt': 34507, 'slug': 'man-of-steel-2013', 'imdb': 'tt0770828', 'tmdb': 49521}",en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",7.13357,2013-06-14,You will believe that a man can fly.,Man of Steel,25538.0,2018-11-12T19:34:57.000Z,2013
PG-13,us,141,"['action', 'adventure', 'science-fiction', 'superhero']","{'trakt': 71938, 'slug': 'avengers-age-of-ultron-2015', 'imdb': 'tt2395427', 'tmdb': 99861}",en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",7.63307,2015-05-01,A New Age Has Come.,Avengers: Age of Ultron,36961.0,2018-11-12T19:34:54.000Z,2015
PG-13,us,120,"['action', 'adventure', 'science-fiction', 'fantasy', 'superhero']","{'trakt': 94232, 'slug': 'justice-league-2017', 'imdb': 'tt0974015', 'tmdb': 141052}",en,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",6.93831,2017-11-17,,Justice League,26858.0,2018-11-12T19:34:51.000Z,2017
R,us,114,"['action', 'horror', 'science-fiction']","{'trakt': 4044, 'slug': 'alien-1992', 'imdb': 'tt0103644', 'tmdb': 8077}",en,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",6.88574,1992-05-22,The bitch is back.,Alien³,6993.0,2018-11-12T19:34:35.000Z,1992
PG-13,us,143,"['action', 'adventure', 'science-fiction', 'superhero']","{'trakt': 14701, 'slug': 'the-avengers-2012', 'imdb': 'tt0848228', 'tmdb': 24428}",en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",8.24912,2012-05-04,Some assembly required.,The Avengers,53216.0,2018-11-12T19:34:30.000Z,2012
R,us,124,"['adventure', 'mystery', 'science-fiction']","{'trakt': 52036, 'slug': 'prometheus-2012', 'imdb': 'tt1446714', 'tmdb': 70981}",en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",7.08528,2012-06-08,The Search for Our Beginning Could Lead to Our End.,Prometheus,20133.0,2018-11-12T19:34:12.000Z,2012
PG-13,us,115,"['action', 'science-fiction']","{'trakt': 1406, 'slug': 'i-robot-2004', 'imdb': 'tt0343818', 'tmdb': 2048}",en,"In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",7.38075,2004-07-16,Laws are made to be broken.,"I, Robot",16512.0,2018-11-12T19:34:06.000Z,2004
R,us,138,"['action', 'adventure', 'science-fiction', 'thriller']","{'trakt': 482, 'slug': 'the-matrix-reloaded-2003', 'imdb': 'tt0234215', 'tmdb': 604}",en,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",7.57885,2003-05-15,Free your mind.,The Matrix Reloaded,18820.0,2018-11-12T19:33:49.000Z,2003
PG-13,us,126,"['action', 'adventure', 'science-fiction', 'thriller']","{'trakt': 65508, 'slug': 'terminator-genisys-2015', 'imdb': 'tt1340138', 'tmdb': 87101}",en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",6.9089,2015-07-01,Reset the future,Terminator Genisys,16312.0,2018-11-12T19:33:39.000Z,2015
R,us,129,"['action', 'adventure', 'science-fiction', 'thriller']","{'trakt': 483, 'slug': 'the-matrix-revolutions-2003', 'imdb': 'tt0242653', 'tmdb': 605}",en,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,7.23303,2003-11-05,Everything that has a beginning has an end.,The Matrix Revolutions,15994.0,2018-11-12T19:33:36.000Z,2003
R,us,129,"['action', 'adventure', 'science-fiction', 'thriller']","{'trakt': 483, 'slug': 'the-matrix-revolutions-2003', 'imdb': 'tt0242653', 'tmdb': 605}",en,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,7.23303,2003-11-05,Everything that has a beginning has an end.,The Matrix Revolutions,15994.0,2018-11-12T19:33:33.000Z,2003
R,us,91,"['science-fiction', 'thriller']","{'trakt': 4251, 'slug': 'the-happening-2008', 'imdb': 'tt0949731', 'tmdb': 8645}",en,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",5.46637,2008-06-13,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,3583.0,2018-11-12T19:33:07.000Z,2008
PG,us,103,"['action', 'adventure', 'fantasy', 'family']","{'trakt': 5409, 'slug': 'the-last-airbender-2010', 'imdb': 'tt0938283', 'tmdb': 10196}",en,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",4.75677,2010-07-01,"Four nations, one destiny",The Last Airbender,5135.0,2018-11-12T19:33:06.000Z,2010
PG-13,us,106,"['thriller', 'superhero', 'drama', 'mystery']","{'trakt': 5007, 'slug': 'unbreakable-2000', 'imdb': 'tt0217869', 'tmdb': 9741}",en,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",7.47688,2000-11-22,Some things are only revealed by accident,Unbreakable,12758.0,2018-11-12T19:33:05.000Z,2000
PG-13,us,106,"['drama', 'mystery', 'science-fiction', 'thriller']","{'trakt': 1805, 'slug': 'signs-2002', 'imdb': 'tt0286106', 'tmdb': 2675}",en,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,6.79391,2002-08-02,It’s not like they didn’t warn us.,Signs,5711.0,2018-11-12T19:32:56.000Z,2002
PG-13,us,152,"['adventure', 'fantasy', 'science-fiction', 'action']","{'trakt': 114333, 'slug': 'star-wars-the-last-jedi-2017', 'imdb': 'tt2527336', 'tmdb': 181808}",en,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",7.46014,2017-12-15,Darkness rises... and light to meet it,Star Wars: The Last Jedi,26333.0,2018-11-12T19:32:12.000Z,2017
PG-13,us,136,"['action', 'adventure', 'fantasy']","{'trakt': 1244, 'slug': 'pirates-of-the-caribbean-on-stranger-tides-2011', 'imdb': 'tt1298650', 'tmdb': 1865}",en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",7.13767,2011-05-20,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,15697.0,2018-11-12T19:32:04.000Z,2011
R,us,108,"['action', 'adventure', 'comedy', 'superhero']","{'trakt': 190430, 'slug': 'deadpool-2016', 'imdb': 'tt1431045', 'tmdb': 293660}",en,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",8.32654,2016-02-12,Witness the beginning of a happy ending,Deadpool,84750.0,2018-11-12T19:32:01.000Z,2016
PG-13,us,129,"['action', 'adventure', 'fantasy', 'comedy']","{'trakt': 106667, 'slug': 'pirates-of-the-caribbean-dead-men-tell-no-tales-2017', 'imdb': 'tt1790809', 'tmdb': 166426}",en,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",7.2144,2017-05-26,All pirates must die.,Pirates of the Caribbean: Dead Men Tell No Tales,21894.0,2018-11-12T19:31:43.000Z,2017
PG-13,us,136,"['action', 'adventure', 'fantasy']","{'trakt': 1244, 'slug': 'pirates-of-the-caribbean-on-stranger-tides-2011', 'imdb': 'tt1298650', 'tmdb': 1865}",en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",7.13767,2011-05-20,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,15697.0,2018-11-12T19:31:43.000Z,2011
PG-13,us,169,"['action', 'adventure', 'fantasy']","{'trakt': 239, 'slug': 'pirates-of-the-caribbean-at-world-s-end-2007', 'imdb': 'tt0449088', 'tmdb': 285}",en,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",7.48033,2007-05-19,"At the end of the world, the adventure begins.",Pirates of the Caribbean: At World's End,17028.0,2018-11-12T19:31:36.000Z,2007
PG-13,us,151,"['action', 'adventure', 'fantasy']","{'trakt': 31, 'slug': 'pirates-of-the-caribbean-dead-man-s-chest-2006', 'imdb': 'tt0383574', 'tmdb': 58}",en,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",7.62472,2006-07-07,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,18586.0,2018-11-12T19:31:34.000Z,2006
PG-13,us,162,"['action', 'adventure', 'fantasy', 'science-fiction']","{'trakt': 12269, 'slug': 'avatar-2009', 'imdb': 'tt0499549', 'tmdb': 19995}",en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",7.84797,2009-12-18,Enter the World of Pandora.,Avatar,45543.0,2018-11-12T19:31:11.000Z,2009
PG-13,us,138,"['adventure', 'fantasy', 'mystery']","{'trakt': 549, 'slug': 'harry-potter-and-the-order-of-the-phoenix-2007', 'imdb': 'tt0373889', 'tmdb': 675}",en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",7.90475,2007-07-11,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,25596.0,2018-11-12T19:30:54.000Z,2007
PG-13,us,146,"['adventure', 'fantasy']","{'trakt': 7228, 'slug': 'harry-potter-and-the-deathly-hallows-part-1-2010', 'imdb': 'tt0926084', 'tmdb': 12444}",en,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",8.03561,2010-11-19,One Way… One Fate… One Hero.,Harry Potter and the Deathly Hallows: Part 1,24572.0,2018-11-12T19:30:50.000Z,2010
PG-13,us,138,"['adventure', 'fantasy', 'mystery']","{'trakt': 549, 'slug': 'harry-potter-and-the-order-of-the-phoenix-2007', 'imdb': 'tt0373889', 'tmdb': 675}",en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",7.90475,2007-07-11,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,25596.0,2018-11-12T19:30:48.000Z,2007
PG,us,153,"['adventure', 'fantasy']","{'trakt': 610, 'slug': 'harry-potter-and-the-half-blood-prince-2009', 'imdb': 'tt0417741', 'tmdb': 767}",en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",7.93521,2009-07-08,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,25065.0,2018-11-12T19:30:41.000Z,2009
PG,us,153,"['adventure', 'fantasy']","{'trakt': 610, 'slug': 'harry-potter-and-the-half-blood-prince-2009', 'imdb': 'tt0417741', 'tmdb': 767}",en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",7.93521,2009-07-08,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,25065.0,2018-11-12T19:30:36.000Z,2009
PG,us,153,"['adventure', 'fantasy']","{'trakt': 610, 'slug': 'harry-potter-and-the-half-blood-prince-2009', 'imdb': 'tt0417741', 'tmdb': 767}",en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",7.93521,2009-07-08,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,25065.0,2018-11-12T19:30:32.000Z,2009
PG-13,us,157,"['adventure', 'fantasy', 'family']","{'trakt': 548, 'slug': 'harry-potter-and-the-goblet-of-fire-2005', 'imdb': 'tt0330373', 'tmdb': 674}",en,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",7.95698,2005-11-18,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,26707.0,2018-11-12T19:30:17.000Z,2005
R,us,104,"['horror', 'thriller']","{'trakt': 145659, 'slug': 'the-purge-anarchy-2014', 'imdb': 'tt2975578', 'tmdb': 238636}",en,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",6.92077,2014-07-18,An American tradition,The Purge: Anarchy,8305.0,2018-11-12T19:29:55.000Z,2014
PG-13,us,127,"['action', 'adventure', 'science-fiction']","{'trakt': 7935, 'slug': 'star-trek-2009', 'imdb': 'tt0796366', 'tmdb': 13475}",en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",8.13433,2009-05-07,The future begins.,Star Trek,20829.0,2018-11-12T19:29:49.000Z,2009
R,us,97,"['action', 'science-fiction', 'thriller', 'horror']","{'trakt': 288355, 'slug': 'the-first-purge-2018', 'imdb': 'tt6133466', 'tmdb': 442249}",en,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",6.29045,2018-07-04,A Nation Reborn,The First Purge,4920.0,2018-11-12T19:29:44.000Z,2018
R,us,86,"['horror', 'science-fiction', 'thriller']","{'trakt': 102526, 'slug': 'the-purge-2013', 'imdb': 'tt2184339', 'tmdb': 158015}",en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",6.54406,2013-06-06,"One night a year, all crime is legal.",The Purge,10519.0,2018-11-12T19:29:43.000Z,2013
R,us,105,"['action', 'horror', 'thriller']","{'trakt': 197608, 'slug': 'the-purge-election-year-2016', 'imdb': 'tt4094724', 'tmdb': 316727}",en,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",6.87285,2016-07-01,Keep America great,The Purge: Election Year,11223.0,2018-11-12T19:29:40.000Z,2016
R,us,97,"['action', 'science-fiction', 'thriller', 'horror']","{'trakt': 288355, 'slug': 'the-first-purge-2018', 'imdb': 'tt6133466', 'tmdb': 442249}",en,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",6.29045,2018-07-04,A Nation Reborn,The First Purge,4920.0,2018-11-12T19:29:32.000Z,2018
PG,us,152,"['adventure', 'fantasy', 'family']","{'trakt': 545, 'slug': 'harry-potter-and-the-philosopher-s-stone-2001', 'imdb': 'tt0241527', 'tmdb': 671}",en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",8.05144,2001-11-16,Let the Magic Begin.,Harry Potter and the Philosopher's Stone,33281.0,2018-11-12T19:29:16.000Z,2001
R,us,121,"['comedy', 'action', 'superhero', 'adventure']","{'trakt': 226108, 'slug': 'deadpool-2-2018', 'imdb': 'tt5463162', 'tmdb': 383498}",en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,7.98711,2018-05-18,Prepare for the Second Coming.,Deadpool 2,28010.0,2018-11-12T19:29:15.000Z,2018
PG,us,141,"['adventure', 'fantasy']","{'trakt': 547, 'slug': 'harry-potter-and-the-prisoner-of-azkaban-2004', 'imdb': 'tt0304141', 'tmdb': 673}",en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help.",8.15744,2004-06-04,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,28023.0,2018-11-12T19:29:13.000Z,2004
PG,us,161,"['adventure', 'fantasy']","{'trakt': 546, 'slug': 'harry-potter-and-the-chamber-of-secrets-2002', 'imdb': 'tt0295297', 'tmdb': 672}",en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",7.9164,2002-11-15,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,29008.0,2018-11-12T19:29:10.000Z,2002
PG-13,us,129,"['action', 'adventure', 'science-fiction']","{'trakt': 222216, 'slug': 'jurassic-world-fallen-kingdom-2018', 'imdb': 'tt4881806', 'tmdb': 351286}",en,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",6.94375,2018-06-22,The park is gone,Jurassic World: Fallen Kingdom,18436.0,2018-11-12T19:29:01.000Z,2018
